"","full.name","regex"
"6225","RAC Motoring Services (RAC)","rac motoring services (rac)"
"6226","Lubrizol Limited (Hazelwood)","lubrizol limited (hazelwood)"
"6227","Leaseurope","leaseurope"
"6228","European Covenant on Demographic Change","european covenant on demographic change"
"6229","Jesuit Refugee Service - Europe (JRS-E)","jesuit refugee service - europe (jrs-e)"
"6230","Commerce Equitable France (CEF)","commerce equitable france (cef)"
"6231","Europa-Union Deutschland e. V. (EUD)","europa-union deutschland e. v. (eud)"
"6232","Federation of European Producers of Abrasives (FEPA)","federation of european producers of abrasives (fepa)"
"6233","4finance Group","4finance group"
"6234","INNCEINNMAT (CEINNMAT)","innceinnmat (ceinnmat)"
"6235","Assorisorse - Risorse Naturali ed Energie sostenibili (Assorisorse)","assorisorse - risorse naturali ed energie sostenibili (assorisorse)"
"6236","Svenska Bioenergiföreningen (SVEBIO)","svenska bioenergiföreningen (svebio)"
"6237","Zwiazek Przedsiebiorców i Pracodawców","zwiazek przedsiebiorców i pracodawców"
"6238","World Bioenergy Association (WBA)","world bioenergy association (wba)"
"6239","Stena Line (SL)","stena line (sl)"
"6240","Waste Free Oceans (WFO)","waste free oceans (wfo)"
"6241","EURHODIP (EURHODIP)","eurhodip (eurhodip)"
"6242","beMedTech (beMedTech)","bemedtech (bemedtech)"
"6243","Le Monde selon les femmes (MF)","le monde selon les femmes (mf)"
"6244","Interpret Europe - European Association for Heritage Interpretation (IE)","interpret europe - european association for heritage interpretation (ie)"
"6245","Käymäläseura Huussi ry/Global Dry Toilet Association of Finland (KSH ry /GDTF)","käymäläseura huussi ry/global dry toilet association of finland (ksh ry /gdtf)"
"6246","Association of the Northwestern Textile and Clothing Industry (Nordwest)","association of the northwestern textile and clothing industry (nordwest)"
"6247","Verband Deutscher Schleifmittelwerke (VDS)","verband deutscher schleifmittelwerke (vds)"
"6248","Talanx AG (Talanx)","talanx ag (talanx)"
"6249","Stiftung 2° - Deutsche Unternehmer für Klimaschutz (Stiftung 2°)","stiftung 2° - deutsche unternehmer für klimaschutz (stiftung 2°)"
"6250","Union Nationale des Industries du Taxi (UNIT)","union nationale des industries du taxi (unit)"
"6251","Brooke Hospital for Animals (Brooke)","brooke hospital for animals (brooke)"
"6252","OCI Nitrogen (OCI-N)","oci nitrogen (oci-n)"
"6253","International Life-saving Appliance Manufacturers’ Association (ILAMA)","international life-saving appliance manufacturers’ association (ilama)"
"6254","Lisbon Arbitration Centre for Consumer Complaints (CACCL)","lisbon arbitration centre for consumer complaints (caccl)"
"6255","Fédération Internationale des Associations de producteurs de Films Headquarters asbl (FIAPF)","fédération internationale des associations de producteurs de films headquarters asbl (fiapf)"
"6256","European Nuclear Society (ENS)","european nuclear society (ens)"
"6257","Nord Pool European Market Coupling Operator AS (NP EMCO)","nord pool european market coupling operator as (np emco)"
"6258","European Migraine and Headache Alliance (EMHA)","european migraine and headache alliance (emha)"
"6259","Lov Group Invest","lov group invest"
"6260","European Automotive Cluster Network (EACN)","european automotive cluster network (eacn)"
"6261","SYNDICAT NATIONAL DU CONTROLE TECHNIQUE AUTOMOBILE (SNCTA)","syndicat national du controle technique automobile (sncta)"
"6262","Austrian Business Aviation Association","austrian business aviation association"
"6263","Assemblea Nacional Catalana (ANC)","assemblea nacional catalana (anc)"
"6264","Association of Electronic Toll and Interoperable Services (AETIS)","association of electronic toll and interoperable services (aetis)"
"6265","FONDUL PROPRIETATEA S.A. (FP)","fondul proprietatea s.a. (fp)"
"6266","Europa Uomo (EUomo)","europa uomo (euomo)"
"6267","Serstech AB (SERT)","serstech ab (sert)"
"6268","Primary Care Diabetes Europe (PCDE)","primary care diabetes europe (pcde)"
"6269","Attac Austria (ATC-AT)","attac austria (atc-at)"
"6270","Fédération Professionnelle des Entreprises de l'Eau (FP2E)","fédération professionnelle des entreprises de l'eau (fp2e)"
"6271","Iceye Oy (Iceye)","iceye oy (iceye)"
"6272","Prison Insider (PI)","prison insider (pi)"
"6273","PETA International Science Consortium Ltd. (PISC)","peta international science consortium ltd. (pisc)"
"6274","European Network for Health Technology Assessments (EUnetHTA)","european network for health technology assessments (eunethta)"
"6275","Tecnicas Reunidas, S.A. (TRSA)","tecnicas reunidas, s.a. (trsa)"
"6276","European Digital Finance Association (EDFA)","european digital finance association (edfa)"
"6277","European Bureau for Conservation and Development (EBCD)","european bureau for conservation and development (ebcd)"
"6278","Alliance Européenne des Engrais Phosphatés (AEEP)","alliance européenne des engrais phosphatés (aeep)"
"6279","Soziale Medizin Ruhr (SozMed Ruhr)","soziale medizin ruhr (sozmed ruhr)"
"6280","Verein der mittelständischen Wirtschaft e. V. (VMW) (VMW)","verein der mittelständischen wirtschaft e. v. (vmw) (vmw)"
"6281","Gesellschaft für Datenschutz und Datensicherheit / German Association for Data Protection and Data Security (GDD)","gesellschaft für datenschutz und datensicherheit / german association for data protection and data security (gdd)"
"6282","Groupement national de défense des porteurs de titres anciens (GNDPTA)","groupement national de défense des porteurs de titres anciens (gndpta)"
"6283","Deep Sea Conservation Coalition (DSCC)","deep sea conservation coalition (dscc)"
"6284","Obvion N.V.","obvion n.v."
"6285","Cellule d’Animation du Réseau wallon de Développement rural (CARwDR)","cellule d’animation du réseau wallon de développement rural (carwdr)"
"6286","Federation of European Academies of Medicine (FEAM)","federation of european academies of medicine (feam)"
"6287","Confederation of Organisations in Road Transport Enforcement (CORTE)","confederation of organisations in road transport enforcement (corte)"
"6288","WEEE Forum aisbl (WEEE Forum)","weee forum aisbl (weee forum)"
"6289","HopHopFood (HHF)","hophopfood (hhf)"
"6290","Canada Europe Roundtable for Business (CERT)","canada europe roundtable for business (cert)"
"6291","Zentralverband Oberflächentechnik e.V. (ZVO)","zentralverband oberflächentechnik e.v. (zvo)"
"6292","European Coalition to End Animal Experiments (ECEAE)","european coalition to end animal experiments (eceae)"
"6293","GOOE.EU (GOOE.EU)","gooe.eu (gooe.eu)"
"6294","Global Refugee Sponsorship Initiative (GRSI)","global refugee sponsorship initiative (grsi)"
"6295","AERNNOVA (ANN)","aernnova (ann)"
"6296","FEDERAZIONE EDITORI MUSICALI (F.E.M.)","federazione editori musicali (f.e.m.)"
"6297","Confederación Española de Fabricantes de Alimentos compuestos para animales (CESFAC)","confederación española de fabricantes de alimentos compuestos para animales (cesfac)"
"6298","Biorationale Limited (Rationale)","biorationale limited (rationale)"
"6299","The Pan-European Regional Council of the International Trade Union Confederation (ITUC PERC)","the pan-european regional council of the international trade union confederation (ituc perc)"
"6300","LOTRIC Metrology Ltd.","lotric metrology ltd."
"6301","European University College Association (EUCA)","european university college association (euca)"
"6302","Hub France IA","hub france ia"
"6303","Ahold Delhaize","ahold delhaize"
"6304","Alliance for European Diabetes Research (EURADIA)","alliance for european diabetes research (euradia)"
"6305","MBO Raad","mbo raad"
"6306","Swedisol","swedisol"
"6307","Association Européenne pour la Formation Professionnelle / European Vocational Training Association (AEFP / EVTA)","association européenne pour la formation professionnelle / european vocational training association (aefp / evta)"
"6308","DNB Bank ASA (DNB)","dnb bank asa (dnb)"
"6309","Syndicat national des entreprises artistiques et culturelles (SYNDEAC)","syndicat national des entreprises artistiques et culturelles (syndeac)"
"6310","Territoires zéro chômeur de longue durée (TZCLD)","territoires zéro chômeur de longue durée (tzcld)"
"6311","Fédération Agir pour le fluvial (APLF)","fédération agir pour le fluvial (aplf)"
"6312","iSignthis Ltd (ASX : ISX) (iSignthis)","isignthis ltd (asx : isx) (isignthis)"
"6313","Associação Portuguesa de Fundos de Investimento, Pensões e Patrimónios (APFIPP)","associação portuguesa de fundos de investimento, pensões e patrimónios (apfipp)"
"6314","European Bulk Oil Traders' Association (EBOTA)","european bulk oil traders' association (ebota)"
"6315","Waste4ME BV (Waste4ME)","waste4me bv (waste4me)"
"6316","Ujedinjeni granski sindikati NEZAVISNOST (UGS NEZAVISNOST)","ujedinjeni granski sindikati nezavisnost (ugs nezavisnost)"
"6317","SERRED","serred"
"6318","Michael Culture","michael culture"
"6319","Stora Enso AB","stora enso ab"
"6320","Europex - Association of European Energy Exchanges (Europex)","europex - association of european energy exchanges (europex)"
"6321","ACSIEL Alliance Electronique (ACSIEL)","acsiel alliance electronique (acsiel)"
"6322","Gemeinnützige Forschungsgemeinschaft Bionik-Kompetenznetz e.V. (BIOKON)","gemeinnützige forschungsgemeinschaft bionik-kompetenznetz e.v. (biokon)"
"6323","EURAMET e.V.","euramet e.v."
"6324","Klima-Allianz Deutschland","klima-allianz deutschland"
"6325","Electronic Debt Markets Association - Europe (EDMA Europe)","electronic debt markets association - europe (edma europe)"
"6326","Directors UK Ltd","directors uk ltd"
"6327","Ogólnopolskie Stowarzyszenie Pracodawców Transportu Nienormatywnego (OSPTN)","ogólnopolskie stowarzyszenie pracodawców transportu nienormatywnego (osptn)"
"6328","RDW","rdw"
"6329","Blauwtrust Groep B.V.","blauwtrust groep b.v."
"6330","MVO Nederland","mvo nederland"
"6331","Photoinitiators Platform (PIP)","photoinitiators platform (pip)"
"6332","European State Forest Association (EUSTAFOR)","european state forest association (eustafor)"
"6333","Pierigas Partneriba (Pieriga)","pierigas partneriba (pieriga)"
"6334","Diem Association (formerly Libra Association) (Diem)","diem association (formerly libra association) (diem)"
"6335","Moniheli ry","moniheli ry"
"6336","CRITEO (CRITEO)","criteo (criteo)"
"6337","Syndicat des Broyeurs Français (SBF)","syndicat des broyeurs français (sbf)"
"6338","Zrzeszenie Miedzynarodowych Przewozników Drogowych w Polsce (ZMPD)","zrzeszenie miedzynarodowych przewozników drogowych w polsce (zmpd)"
"6339","The British Academy","the british academy"
"6340","ASOCIACION ESPAÑOLA DE FABRICANTES DE ABONOS ORGANO-MINERALES Y ORGANICOS (ORGANIC AND ORGANO-MINERAL FERTILISER MANUFACTURERS´ SPANISH ASSOCIATION) (FOMA)","asociacion española de fabricantes de abonos organo-minerales y organicos (organic and organo-mineral fertiliser manufacturers´ spanish association) (foma)"
"6341","European Cancer Organisation","european cancer organisation"
"6342","European observatory for democracy and peace (EODP)","european observatory for democracy and peace (eodp)"
"6343","European Environmental Citizens' Organisation for Standardisation (ECOS)","european environmental citizens' organisation for standardisation (ecos)"
"6344","FEDERATION FRANCAISE DES INDUSTRIELS CHARCUTIERS TRAITEURS (FICT)","federation francaise des industriels charcutiers traiteurs (fict)"
"6345","Banana Growers Association, Belize (BGA)","banana growers association, belize (bga)"
"6346","WETHIC Certification (WETHIC)","wethic certification (wethic)"
"6347","Reprieve (Reprieve)","reprieve (reprieve)"
"6348","Australian Tea Tree Industry Association (ATTIA Ltd)","australian tea tree industry association (attia ltd)"
"6349","Mind the Bridge (MTB)","mind the bridge (mtb)"
"6350","Towarowa Gielda Energii S.A. (TGE)","towarowa gielda energii s.a. (tge)"
"6351","NRK Recycling (VKR)","nrk recycling (vkr)"
"6352","Middle East Concern (MEC)","middle east concern (mec)"
"6353","World Federation Against Drugs (WFAD)","world federation against drugs (wfad)"
"6354","Golden Agri-Resources Ltd (GAR)","golden agri-resources ltd (gar)"
"6355","Groep Algemene Uitgevers (Group of Flemish Trade Publishers) (GAU)","groep algemene uitgevers (group of flemish trade publishers) (gau)"
"6356","Federa<U+021B>ia „Solidaritatea Sanitara” din România (FSSR)","federa<U+021B>ia „solidaritatea sanitara” din românia (fssr)"
"6357","Nos Amis Les Animaux 85480 (NALA 85480)","nos amis les animaux 85480 (nala 85480)"
"6358","Verband Deutsches Reisemanagement e.V. (VDR)","verband deutsches reisemanagement e.v. (vdr)"
"6359","Austro Mechana GesmbH (AUME)","austro mechana gesmbh (aume)"
"6360","Iliad","iliad"
"6361","Société des auteurs dans les arts graphiques et plastiques (ADAGP)","société des auteurs dans les arts graphiques et plastiques (adagp)"
"6362","INTERNATIONAL PERSONAL FINANCE plc (IPF)","international personal finance plc (ipf)"
"6363","WELLNESS FOUNDATION (WF)","wellness foundation (wf)"
"6364","HemPoland sp. z o.o. (HemPoland)","hempoland sp. z o.o. (hempoland)"
"6365","European Dyslexia Association (EDA)","european dyslexia association (eda)"
"6366","European Volunteer Centre (CEV) (CEV)","european volunteer centre (cev) (cev)"
"6367","European Federation of Associations of Families of People with Mental Illness (EUFAMI)","european federation of associations of families of people with mental illness (eufami)"
"6368","International Federation of Organic Agriculture Movements EU Regional Group (IFOAM EU Group)","international federation of organic agriculture movements eu regional group (ifoam eu group)"
"6369","EIT Digital","eit digital"
"6370","Duisburger Hafen AG (duisport)","duisburger hafen ag (duisport)"
"6371","UNION DES FABRICANTS (UNIFAB)","union des fabricants (unifab)"
"6372","Voluntary Service Overseas (VSO)","voluntary service overseas (vso)"
"6373","Conselho Empresarial para o Desenvolvimento Sustentável (BCSD Portugal)","conselho empresarial para o desenvolvimento sustentável (bcsd portugal)"
"6374","Ethical Trading Initiative (ETI)","ethical trading initiative (eti)"
"6375","Mad'in Europe (Mad'in Europe)","mad'in europe (mad'in europe)"
"6376","European Association of Internal Combustion Engine Manufacturers (EUROMOT)","european association of internal combustion engine manufacturers (euromot)"
"6377","Unistock Europe - Association of Professional Portside Storekeepers in the Food and Feed Chain (UNISTOCK)","unistock europe - association of professional portside storekeepers in the food and feed chain (unistock)"
"6378","Transgender Europe (TGEU)","transgender europe (tgeu)"
"6379","European Vegetarian Union (EVU)","european vegetarian union (evu)"
